food_id,food_code,duplicate_code_sequence,source_row_index,food_name,search_name,description,group_code,previous_code,main_data_references,footnote
17-724,17-724,1,1243,Gravy instant granules,"gravy instant granules 7 samples, 3 brands","7 samples, 3 brands",WY,17-310,"LFRA, Nutrient analysis of miscellaneous foods, 1992; and industry data, 2013",
17-725,17-725,1,1244,"Gravy instant granules, made up with water","gravy instant granules, made up with water calculated from 23.5g granules to 300ml water",Calculated from 23.5g granules to 300ml water,WY,17-311,"LFRA, Nutrient analysis of miscellaneous foods, 1992; and industry data, 2013",
13-608,13-608,1,1245,"Green beans, dried","green beans, dried calculated from raw beans (13-514)",Calculated from raw beans (13-514),DI,17-415,"DH, Nutrient analysis of fruit and vegetables, 2013",
14-111,14-111,1,1246,"Greengages, raw","greengages, raw flesh and skin",Flesh and skin,FA,,"LGC, Nutritional composition of fresh fruit, 1985-1986",
14-112,14-112,1,1247,"Greengages, raw, weighed with stones","greengages, raw, weighed with stones calculated from 14-111",Calculated from 14-111,FA,,"LGC, Nutritional composition of fresh fruit, 1985-1986",
14-113,14-113,1,1248,"Greengages, stewed with sugar","greengages, stewed with sugar calculated from 1000g fruit, 100g water, 120g sugar","Calculated from 1000g fruit, 100g water, 120g sugar",FA,,"LGC, Nutritional composition of fresh fruit, 1985-1986",
14-114,14-114,1,1249,"Greengages, stewed with sugar, weighed with stones","greengages, stewed with sugar, weighed with stones calculated from 14-113",Calculated from 14-113,FA,,"LGC, Nutritional composition of fresh fruit, 1985-1986",
14-116,14-116,1,1250,"Greengages, stewed without sugar, weighed with stones","greengages, stewed without sugar, weighed with stones calculated from 14-115",Calculated from 14-115,FA,,"LGC, Nutritional composition of fresh fruit, 1985-1986",
14-115,14-115,1,1251,"Greengages, stones, removed, stewed without sugar","greengages, stones, removed, stewed without sugar 1000g fruit, 100g water; stones removed","1000g fruit, 100g water; stones removed",FA,,"LGC, Nutritional composition of fresh fruit, 1985-1986",
14-117,14-117,1,1252,"Grenadillas, flesh and seeds","grenadillas, flesh and seeds analysis and literature sources;",Analysis and literature sources;,FA,,"Fruit and Nuts Supplement, 1992",
18-377,18-377,1,1253,"Grouse, meat only, roasted","grouse, meat only, roasted 10 samples, meat from dressed carcase","10 samples, meat from dressed carcase",MCG,50-450,"LGC, Poultry and game surveys, 1983-1984",
18-378,18-378,1,1254,"Grouse, meat only, roasted, weighed with bone","grouse, meat only, roasted, weighed with bone calculated from roast, meat only 18-377","Calculated from roast, meat only 18-377",MCG,50-451,"LGC, Poultry and game surveys, 1983-1984",
17-797,17-797,1,1255,"Guacamole, homemade","guacamole, homemade recipe",Recipe,WC,17-580,Updated 2014,
14-118,14-118,1,1256,"Guava, flesh only, raw","guava, flesh only, raw literature sources",Literature sources,FA,50-905,"Fruit and Nuts Supplement, 1992",
14-119,14-119,1,1257,"Guava, raw, weighed with skin and pips","guava, raw, weighed with skin and pips calculated from 14-118",Calculated from 14-118,FA,50-906,"Fruit and Nuts Supplement, 1992",
11-1081,11-1081,1,1258,"Gulab jamen/jambu, homemade","gulab jamen/jambu, homemade recipe",Recipe,AP,11-659,Updated 2014,
11-1083,11-1083,1,1259,"Gulab jamen/jambu, retail","gulab jamen/jambu, retail recipe",Recipe,AP,11-661,Updated 2014,
16-063,16-063,1,1260,"Haddock, coated in crumbs, frozen, fried in blended oil","haddock, coated in crumbs, frozen, fried in blended oil 10 samples, 7 brands; shallow fried in blended oil for 10-15 minutes per side","10 samples, 7 brands; shallow fried in blended oil for 10-15 minutes per side",JA,50-580,"Reviewed 2014. Fish and Fish Products Supplement, 1993",Composition of oven baked haddock in crumbs is very similar to fried in blended oil
16-064,16-064,1,1261,"Haddock, coated in crumbs, frozen, fried in blended oil, weighed with bones and skin","haddock, coated in crumbs, frozen, fried in blended oil, weighed with bones and skin calculated from fried in blended oil 16-063",Calculated from fried in blended oil 16-063,JA,50-581,"Reviewed 2014. Fish and Fish Products Supplement, 1993",
16-062,16-062,1,1262,"Haddock, coated in crumbs, frozen, raw","haddock, coated in crumbs, frozen, raw 10 samples, 7 brands; fillets and steaks","10 samples, 7 brands; fillets and steaks",JA,,"Reviewed 2014. Fish and Fish Products Supplement, 1993",
16-057,16-057,1,1263,"Haddock, fillets, flesh only, in flour, fried in blended oil, weighed with bones and skin","haddock, fillets, flesh only, in flour, fried in blended oil, weighed with bones and skin calculated from fried in blended oil 16-056",Calculated from fried in blended oil 16-056,JA,,"Reviewed 2014. Fish and Fish Products Supplement, 1993",
16-058,16-058,1,1264,"Haddock, fillets, flesh only, in flour, fried in dripping","haddock, fillets, flesh only, in flour, fried in dripping 12 samples, shallow fried in dripping for 7 minutes per side, fillets; flesh only","12 samples, shallow fried in dripping for 7 minutes per side, fillets; flesh only",JA,50-582,"Reviewed 2014. Fish and Fish Products Supplement, 1993",
16-059,16-059,1,1265,"Haddock, fillets, flesh only, in flour, fried in dripping, weighed with bones and skin","haddock, fillets, flesh only, in flour, fried in dripping, weighed with bones and skin calculated from fried in dripping 16-058",Calculated from fried in dripping 16-058,JA,50-583,"Reviewed 2014. Fish and Fish Products Supplement, 1993",
16-060,16-060,1,1266,"Haddock, fillets, flesh only, in flour, fried in sunflower oil","haddock, fillets, flesh only, in flour, fried in sunflower oil 12 samples, shallow fried in sunflower oil for 7 minutes per side, fillets; flesh only","12 samples, shallow fried in sunflower oil for 7 minutes per side, fillets; flesh only",JA,,"Reviewed 2014. Fish and Fish Products Supplement, 1993",
16-061,16-061,1,1267,"Haddock, fillets, flesh only, in flour, fried in sunflower oil, weighed with bones and skin","haddock, fillets, flesh only, in flour, fried in sunflower oil, weighed with bones and skin calculated from fried in sunflower oil 16-060",Calculated from fried in sunflower oil 16-060,JA,,"Reviewed 2014. Fish and Fish Products Supplement, 1993",
16-376,16-376,1,1268,"Haddock, flesh only, grilled","haddock, flesh only, grilled 11 samples, 11 products, frozen and chilled","11 samples, 11 products, frozen and chilled",JA,16-045,"DH, Nutrient analysis of fish and fish products, 2013",
16-471,16-471,1,1269,"Haddock, flesh only, grilled, fillets weighed with bones and skin","haddock, flesh only, grilled, fillets weighed with bones and skin calculated from 16-376 using edible conversion factor of 0.88",Calculated from 16-376 using edible conversion factor of 0.88,JA,16-046,"DH, Nutrient analysis of fish and fish products, 2013",
16-473,16-473,1,1270,"Haddock, flesh only, poached","haddock, flesh only, poached calculated from 16-375 using 21.8% weight loss (taken from smoked haddock, poached in 2013 fish survey)","Calculated from 16-375 using 21.8% weight loss (taken from smoked haddock, poached in 2013 fish survey)",JA,,"DH, Nutrient analysis of fish and fish products, 2013",
16-474,16-474,1,1271,"Haddock, flesh only, poached, fillets weighed with bones and skin","haddock, flesh only, poached, fillets weighed with bones and skin calculated from 16-473 using edible conversion factor of 0.87",Calculated from 16-473 using edible conversion factor of 0.87,JA,16-048,"DH, Nutrient analysis of fish and fish products, 2013",
16-375,16-375,1,1272,"Haddock, flesh only, raw","haddock, flesh only, raw 11 samples, 11 products, frozen and chilled","11 samples, 11 products, frozen and chilled",JA,16-044 16-051,"DH, Nutrient analysis of fish and fish products, 2013",
16-402,16-402,1,1273,"Haddock, flesh only, smoked, poached","haddock, flesh only, smoked, poached 10 samples, 10 products, frozen and chilled","10 samples, 10 products, frozen and chilled",JA,16-066,"DH, Nutrient analysis of fish and fish products, 2013",
16-475,16-475,1,1274,"Haddock, flesh only, smoked, poached, fillets weighed with bones and skin","haddock, flesh only, smoked, poached, fillets weighed with bones and skin calculated from 16-042 using edible conversion factor of 0.88",Calculated from 16-042 using edible conversion factor of 0.88,JA,16-067,"DH, Nutrient analysis of fish and fish products, 2013",
16-492,16-492,1,1275,"Haddock, flesh only, smoked, raw","haddock, flesh only, smoked, raw calculated from poached 16-402",Calculated from poached 16-402,JA,16-065,"DH, Nutrient analysis of fish and fish products, 2013",
16-493,16-493,1,1276,"Haddock, flesh only, smoked, steamed","haddock, flesh only, smoked, steamed calculated from 16-068 and 16-402",Calculated from 16-068 and 16-402,JA,16-068,"DH, Nutrient analysis of fish and fish products, 2013; and Fish and Fish Products Supplement, 1993",
16-494,16-494,1,1277,"Haddock, flesh only, smoked, steamed, weighed with bones and skin","haddock, flesh only, smoked, steamed, weighed with bones and skin calculated from steamed 16-493",Calculated from steamed 16-493,JA,16-069,"DH, Nutrient analysis of fish and fish products, 2013; and Fish and Fish Products Supplement, 1993",
16-377,16-377,1,1278,"Haddock, flesh only, steamed","haddock, flesh only, steamed 11 samples, 11 products, frozen and chilled","11 samples, 11 products, frozen and chilled",JA,16-049,"DH, Nutrient analysis of fish and fish products, 2013",
16-472,16-472,1,1279,"Haddock, flesh only, steamed, fillets weighed with bones and skin","haddock, flesh only, steamed, fillets weighed with bones and skin calculated from 16-377 using edible conversion factor of 0.87",Calculated from 16-377 using edible conversion factor of 0.87,JA,16-050,"DH, Nutrient analysis of fish and fish products, 2013",
16-052,16-052,1,1280,"Haddock, in batter, fried in blended oil","haddock, in batter, fried in blended oil samples as fried in retail blend oil, fatty acids calculated","Samples as fried in retail blend oil, fatty acids calculated",JA,,"Reviewed 2014. LGC, Analytical survey of fish and fish products, 1991-1992",
16-053,16-053,1,1281,"Haddock, in batter, fried in dripping","haddock, in batter, fried in dripping samples as fried in retail blend oil, fatty acids calculated","Samples as fried in retail blend oil, fatty acids calculated",JA,,"Reviewed 2014. LGC, Analytical survey of fish and fish products, 1991-1992",
16-495,16-495,1,1282,"Haddock, in batter, fried in retail blend oil","haddock, in batter, fried in retail blend oil 20 samples purchased from fish and chip shops. fatty acids calculated",20 samples purchased from fish and chip shops. Fatty acids calculated,JA,16-054,"LGC, Analytical survey of fish and fish products, 1991-1992. As 16-054; fatty acids calculated from cod in batter, takeaway 16-368 (2011)",
16-055,16-055,1,1283,"Haddock, in batter, fried in sunflower oil","haddock, in batter, fried in sunflower oil samples as fried in retail blend oil, fatty acids calculated","Samples as fried in retail blend oil, fatty acids calculated",JA,,"Reviewed 2014. LGC, Analytical survey of fish and fish products, 1991-1992",
19-132,19-132,1,1284,"Haggis, boiled","haggis, boiled 8 samples",8 samples,MI,50-512,"Reviewed 2013. MW4, 1978",
16-071,16-071,1,1285,"Hake, flesh only, grilled","hake, flesh only, grilled calculated from raw, steaks; flesh only","Calculated from raw, steaks; flesh only",JA,,"Fish and Fish Products Supplement, 1993",
16-072,16-072,1,1286,"Hake, flesh only, grilled, weighed with bones and skin","hake, flesh only, grilled, weighed with bones and skin calculated from grilled 16-071",Calculated from grilled 16-071,JA,,"Fish and Fish Products Supplement, 1993",
16-070,16-070,1,1287,"Hake, flesh only, raw","hake, flesh only, raw literature sources",Literature sources,JA,,"Fish and Fish Products Supplement, 1993",
16-074,16-074,1,1288,"Halibut, flesh only, grilled","halibut, flesh only, grilled calculated from raw, cutlets and steaks","Calculated from raw, cutlets and steaks",JA,,"Fish and Fish Products Supplement, 1993",
16-076,16-076,1,1289,"Halibut, flesh only, poached","halibut, flesh only, poached fish 100g, milk 20g and butter 3g. calculated from raw, cutlets and steaks","Fish 100g, milk 20g and butter 3g. Calculated from raw, cutlets and steaks",JA,,"Fish and Fish Products Supplement, 1993",
16-077,16-077,1,1290,"Halibut, flesh only, poached, weighed with bones and skin","halibut, flesh only, poached, weighed with bones and skin calculated from poached 16-076",Calculated from poached 16-076,JA,,"Fish and Fish Products Supplement, 1993",
16-073,16-073,1,1291,"Halibut, flesh only, raw","halibut, flesh only, raw literature sources",Literature sources,JA,50-586,"Fish and Fish Products Supplement, 1993",
16-075,16-075,1,1292,"Halibut, grilled, weighed with bones and skin","halibut, grilled, weighed with bones and skin calculated from grilled 16-074",Calculated from grilled 16-074,JA,,"Fish and Fish Products Supplement, 1993",
17-798,17-798,1,1293,"Halva, carrot, homemade","halva, carrot, homemade recipe",Recipe,SEC,17-590,Updated 2014,
17-799,17-799,1,1294,"Halva, semolina, homemade","halva, semolina, homemade recipe",Recipe,SEC,17-591,Updated 2014,
19-496,19-496,1,1295,Ham,"ham 10 samples, 9 brands; loose and prepacked including honey roast and smoked ham. added water 10-15%","10 samples, 9 brands; loose and prepacked including honey roast and smoked Ham. Added water 10-15%",MAA,19-308,"LGC, Nutrient analysis of foods important in elderly people, 1994; and industry data, 2013",
19-021,19-021,1,1296,"Ham, gammon joint, boiled","ham, gammon joint, boiled 10 samples; smoked and unsmoked, prepacked british and danish gammon","10 samples; smoked and unsmoked, prepacked British and Danish gammon",MAA,50-345,"Reviewed 2013. LGC, Nutrient analysis of retail cuts of bacon, 1993-1994",
19-020,19-020,1,1297,"Ham, gammon joint, raw","ham, gammon joint, raw 10 samples; smoked and unsmoked, prepacked british and danish gammon","10 samples; smoked and unsmoked, prepacked British and Danish gammon",MAA,50-344,"Reviewed 2013. LGC, Nutrient analysis of retail cuts of bacon, 1993-1994",
19-505,19-505,1,1298,"Ham, gammon rashers, grilled","ham, gammon rashers, grilled 5 samples; unsmoked british gammon",5 samples; unsmoked British gammon,MAA,19-022,"LGC, Nutrient analysis of retail cuts of bacon, 1993-1994; and industry data, 2013",
18-379,18-379,1,1299,"Hare, meat only, stewed","hare, meat only, stewed meat from dressed carcase",Meat from dressed carcase,MEA,50-466,"MW4, 1978",
18-380,18-380,1,1300,"Hare, meat only, stewed, weighed with bone","hare, meat only, stewed, weighed with bone calculated from 18-379",Calculated from 18-379,MEA,50-467,"MW4, 1978",
14-874,14-874,1,1301,"Hazelnuts, kernel only","hazelnuts, kernel only 10 samples",10 samples,GA,14-821 14-869 50-980,"Reviewed 2013. LGC, Fruit and vegetables, 1989-1990; fatty acids from Fatty Acids Supplement, 1998; selenium from Analysis of foods for Selenium 1994",
14-885,14-885,1,1302,"Hazelnuts, kernel only, weighed with shells","hazelnuts, kernel only, weighed with shells calculated from 14-874",Calculated from 14-874,GA,14-822 50-981,"As Fruit and Nuts Supplement, 1992 (14-822) with selenium calculated from Analysis of foods for Selenium 1994 and fatty acid fractions calc from Fatty Acid Supplement, 1998 (14-869)",
